name,address,city,phone,fax,status,capital,latitude,longitude,activity
Chaouia (ste de concassage),87bis Dar Chaouia - Tanger-Assilah,Tanger-Assilah,,[],Société à Responsabilité Limitée,100 000  DHS,35.766667,-5.8,concassage de la roche de carriere
Marocaine pour l'industrie agricole (ste),50 Rue De L'aviation Francaise - Casablanca,Casablanca,,[],Société à Responsabilité Limitée,130 000  DHS,33.591702,-7.611733,"la vente des produits du minoterie, commercialisation et la transformation de toutes cereales, et tous produits alimentaires, toutes operations..."
Decrevel et cie (ets),20 Rue De Pologne - Fès,Fès,,[],Société à Responsabilité Limitée,4 500 000  DHS,34.002221,-4.986421,"reparation et representation d'appareils frigorifiques, machines a laver et appareil elec tte operation indust, commer financ mobil et immobilie"
Confection industrielle ghalmi oudghiri de fes  (CIGOF),Q.i Bensouda Lot N26 - Fès,Fès,,[],Société à Responsabilité Limitée,800 000  DHS,34.0333333,-5,confection industrielle
British bank of the middle est(morocco (the),1 Place Bandoeng - Casablanca,Casablanca,,[],Société Anonyme,12 703 000  DHS,33.58694440000001,-7.6111111000000164,toutes operations de banque
Corn products company maghreb  (CPC MAGHREB),Rue Du Soldat Mariscal - Casablanca,Casablanca,,[],Société Anonyme,18 198 000  DHS,33.58694440000001,-7.6111111000000164,"traitement,transformation et l'industrialisation de tous produits agricoles au relevant de l'industrie agricoles,achat,vente,forme au commission"
Techniques modernes de batiments et services (ste)  (SOTEMOB),Av Ben Blal Mellahn 42 - Sale,Sale,,[],Société Anonyme,80 000  DHS,34.033333,-6.8,entreprise de travaux divers ou de constructions
Zopatest,Jirari Ii Lot 931 Beni Makada - Tanger-Assilah,Tanger-Assilah,,[],Société à Responsabilité Limitée,100 000  DHS,35.746434,-5.808113,industrie de la confection
Unitec video distribution maroc,55 Rue Saint Die - Casablanca,Casablanca,,[],Société à Responsabilité Limitée,10 000  DHS,33.55784,-7.61958,marchand effectuant importation et exportation (cassettes video films)
Nord marocaine (tabacs papeterie du),Place Lyautey Imm Botbol - Fès,Fès,,[],Société à Responsabilité Limitée,500 000  DHS,34.036095,-4.993365,"librairie, papeterie, tabac"
Anouar morad,Askejour Hafra 3 N 7 Mhamid - Marrakech,Marrakech,,[],Société à Responsabilité Limitée à Associé Unique,10 000  DHS,31.620526,-8.057657,marchand de meubles et divers articles d'artisanat
Ourika (ste le lion de l'),Ourika Km 49 - Marrakech,Marrakech,,[],Société Anonyme,10 000  DHS,31.620526,-8.057657,restaurant
B.t.p salima,Av Bab Hnini Residence Ghorfa Bled Berdella Lot N9 Route D'ain Smen - Bp 1776 - Fès,Bp 1776,,[],Société à Responsabilité Limitée,100 000  DHS,34.008531,-5.028796,promoteur a la construction d'immeubles
Cherifien financier et agricole (omnium)  (OCHEFINA),372 Bd D'anfa - Casablanca,Casablanca,,[],Société Anonyme,5 000 000  DHS,33.58694440000001,-7.6111111000000164,prise de participation dans toutes entreprises
Metadec (ste)  (METADEC),Rue N2 Quartier Sidi Moussa Magasin N81bis - Sale,Sale,,[],Société à Responsabilité Limitée,20 000  DHS,34.05372,-6.81798,"entreprise de menuiserie, entreprise de la declaration, marchandise de tapisseries"
Africa palace,Hotel Des Almohades Avenue De L'armee Royage - Tanger-Assilah,Tanger-Assilah,,[],Société Anonyme,3 000 000  DHS,35.766667,-5.8,"exploitation d'hotels ainsi que toutes operations financieres, commerciales, industrielles, mobilieres et immobilieres"
Societe hoteliere d'ain diab,252 Bd De La Resistance - Casablanca,Casablanca,,[],Société Anonyme,1 300 000  DHS,31.63478,-8.0351,construction equipement et mise en exploitation de tous ensembles hoteliers
Itd-solution,Boulevard Mohammed Vi Residence Les Oliviers Immeuble Ii Appartement N° 10 - Marrakech-Médina (AR),Marrakech-Médina (AR),,[],Société à Responsabilité Limitée à Associé Unique,100 000  DHS,31.625372,-7.993725,entrepreneur de la gestion d'exploitation de services (conseil developpement et assistance a la realisation de solution en systemes technologiques de l'information et de logiciels
Marrakech (conserves alimentaires de)  (CALIMA),Bd Mohamed El Hansali - Marrakech,Marrakech,,[],Société Anonyme,100 000  DHS,31.620914,-8.027018,fabrication de produits alimentaires conserves
Marocain de petroles (omnium),Imm De L'urbaine Avenue Paul Doumer - Fès,Fès,,[],Société Anonyme,500 000  DHS,34.033333,-5,vente de carburant
Nord africain du negoce et de l'industrie (comptoir),29bis Lotissement Bahmad - Casablanca,Casablanca,,[],Société Anonyme,100 000  DHS,33.60766,-7.56542,le negoce et le commerce
Eraude,27 Av Mohamed V - Tanger-Assilah,Tanger-Assilah,,[],Société Anonyme,10 000  DHS,35.470135,-6.029685,immobilier
Europenne d'assurances des marchandises et des bagages (cie),7 Avenue Pierre Simonet - Casablanca,Casablanca,,[],Société Anonyme,120 000  DHS,33.568456,-7.611174,"toutes operations d'assurances, co-assurances et reassurances"
Argoya,10 Rue Sorolla - Tanger-Assilah,Tanger-Assilah,,[],Société Anonyme,18 000  DHS,35.778832,-5.810131,"toutes operations commerciales, industrielles et financieres"
Socarmine  (SOCARMINE),Ameur Hay Iyada Route Sidi Brahim - Sale,Sale,,[],Société Anonyme,10 000  DHS,34.0456478,-6.8024781,"exploitation des mines, marchandise de gaz comprimees en gros."
Verdun (moto confort),37 Rue De L'allier - Casablanca,Casablanca,,[],Société à Responsabilité Limitée,20 000  DHS,33.59499,-7.62708,"achat,vente de tous cycles,vellos moteurs,pieces detachees et toutes operations annexes"
Franco-marocaine (ste maritime industrielle et commerciale),12 Rue Blondel - Casablanca,Casablanca,,[],Société en Commandite Simple,1 200 000  DHS,33.58694440000001,-7.6111111000000164,exploitation de navires de peche et de cabotage
Musbat,Lot Saada 4 B 291 Mhamid - Marrakech,Marrakech,,[],Société à Responsabilité Limitée à Associé Unique,10 000  DHS,31.620526,-8.057657,travaux divers ou construction
Arrazzak (immobiliere et commerciale),127 Avenue Hassan 1er-2eme Etage - Casablanca,Casablanca,,[],Société Anonyme,100 000  DHS,33.593185,-7.623715,import-export
Benizri et fils (ets),22 Rue Roland Frejus - Fès,Fès,,[],Société à Responsabilité Limitée,600 000  DHS,34.033333,-5,"industrie de ferblanterie, plomberie, installation d'appariels sanitaires, chauffage central, commerce de materiel"
Societe al miamaria,18 Rue Gharnata - Casablanca,Casablanca,,[],Société à Responsabilité Limitée,100 000  DHS,33.585687,-7.614746,1- tenant en bureau d'etudes 2- entrepreneur de travaux divers ou construction
Amali,Avenue D'espagne Imm Ctm - Tanger-Assilah,Tanger-Assilah,,[],Société Anonyme,10 000  DHS,35.774711,-5.798233,"operations commerciales, immobilieres et financieres"
Menamar (ets)  (MENAMAR),4 Rue Luinson - Casablanca,Casablanca,,[],Société à Responsabilité Limitée,1 100  DHS,33.533333,-7.583333,commerce general de tous produits
Chahdi des batiments et tous travaux (ste),Secteur 1 Lot N37 Hay Salam - Sale,Sale,,[],Société à Responsabilité Limitée,120 000  DHS,34.035536,-6.787383,entreprise de travaux divers ou de constructions
Vinicole (ste auxiliaire )  (AUXIVIN),71 Rue Allal Ben Abdellah - Casablanca,Casablanca,,[],Société Anonyme,10 000  DHS,33.59554,-7.61425,"achat de raisins et leur vinification, commerce en general en gros demi-gros et detailo de tous produits alimentaires des vins alcools..."
Cinemaroc (ste anonyme),24 Bd De La Gare - Casablanca,Casablanca,,[],Société Anonyme,424 000 000  DHS,33.58694440000001,-7.6111111000000164,"production de distribution de films, creation, acquisition, exploitation de salles de cinemas toutes operations se rattachant a l'objet"
Srl palm,Azli Sud 2 N 138 - Marrakech-Médina (AR),Marrakech-Médina (AR),,[],Société à Responsabilité Limitée,10 000  DHS,31.6333333,-8,entrepreneur a la gestion d'exploitations agricoles (production agricole de palmiers dattiers)
Marocaine de torrefaction et de conditionnement (ste)  (TORECO),Rue De Provence N15bis - Fès,Fès,,[],Société à Responsabilité Limitée,1 000 000  DHS,34.0333333,-5,"torrefaction et le commerce de cafe, l'achat, l'importation, le conditionnement, l'exportation, la vente de tous produits et denrees alimentaire"
Linamex  (LINAMEX),186 Rue Ibnou Fares 4eme Etage Appart N8 - Casablanca,Casablanca,,[],Société à Responsabilité Limitée,100 000  DHS,33.57163,-7.612585,"marchand exportateur (objets artisanants vetements confectionnes, articles de bonneterie etc...)"
Gold net,13 Rue Kaddour El Alami Quartier Gautier - Casablanca,Casablanca,,[],Société à Responsabilité Limitée,100 000  DHS,33.593292,-7.62516,"la commercialisation d'articles informatiques et l'exploitation d'un centre internet, import-export de materiel informatique"
Baucart,Villa St Michel (cap Spartel) - Tanger-Assilah,Tanger-Assilah,,[],Société Anonyme,1 000  DHS,35.766667,-5.8,gestion de l'immeuble lui appartenant
Tazaka (ste construction),Sect C N715 Hay Salam - Sale,Sale,,[],Société Anonyme,100 000  DHS,34.035536,-6.787383,entreprise de travaux divers ou de constructions
Import maroc export  (IMAREX),369 Bd D'anfa - Casablanca,Casablanca,,[],Société à Responsabilité Limitée,5 000  DHS,33.58831,-7.643175,commission representation importation exportation courtage
Immobilier de publicite et d'assurances (cabinet)  (CIMPAS),46 Bd Omar El Idrissi - Casablanca,Casablanca,,[],Société Anonyme,32 000  DHS,33.58063,-7.60993,le courtage d'assurances sous toutes ses formes intervention aupres des cies d'assurances et toutes operations commerciales industrielles...
Cherifienne ancienne laiterie municipale (cie),8 Rue De Nuits - Casablanca,Casablanca,,[],Société Anonyme,1 000 000  DHS,33.58694440000001,-7.6111111000000164,commerce de production laitiere
Immilal,Appt 37 Q I Sidi Ghanem - Marrakech,Marrakech,,[],Société à Responsabilité Limitée à Associé Unique,300 000  DHS,31.670136944,-8.044755266,promoteur a la construction d'immeubles
Degas,Lotissement Belle Vue Rued Lot 491 - Tanger-Assilah,Tanger-Assilah,,[],Société à Responsabilité Limitée,100 000  DHS,35.76025,-5.782748,"acquisition, mise en valeur, administration, exploitation, location, vente, echange de tous immeubles terrains, appartements"
Poly commerciale d'import export  (IMPOL),10 Rue D'assourkosti Maarif - El Maarif (AR),El Maarif (AR),,[],Société à Responsabilité Limitée,300 000  DHS,33.58232,-7.63916,import-export import et la distribution de semences hybrides
Compagnie fonciere d'afrique du nord,16 Rue D'anvers - Casablanca,Casablanca,,[],Société à Responsabilité Limitée,100 000  DHS,33.582725,-7.61386,la promotion immobiliere
Fassie (ste d'approvisionnements routiers et d'exploitations)  (SAREF),1 Rue Belfort - Fès,Fès,,[],Société à Responsabilité Limitée,135 547  DHS,34.033333,-5,"fournitures de materiaux, exploitation carriere etc"
Nahal de peinture et vitrerie (ste),19 Bloc 11 Hay Salam - Sale,Sale,,[],Société à Responsabilité Limitée,10 000  DHS,34.035536,-6.787383,"entrepreneur de peinture en batiments, vitrier"
Genorpar (ste),"(sidi Maarouf), Lotissement Attaoufik, Immeuble Zenith Ii - Casablanca",Casablanca,,[],Société Anonyme,50 000  DHS,33.58694440000001,-7.6111111000000164,"negoce en general de tous produits, articles, denrees et marchandises quelconques"
Marocaine de tissus et confection (ste),38 Rue Gallieni - Casablanca,Casablanca,,[],Société à Responsabilité Limitée,2 000  DHS,33.58694440000001,-7.6111111000000164,"la fabrication, l'achat, la vente, le commerce en general le courtage l'importation l'exportation de tous articles d'habillement..."
Manufacture pour le conditionnement de tous produits  (MANUFAC),Rue De Bapaume - Casablanca,Casablanca,,[],Société à Responsabilité Limitée,150 000  DHS,33.58694440000001,-7.6111111000000164,"fabrication de fils, ficelles cirdages, le conditionnement achat et vente de tous produits"
Red city import export,Cite Wafa Appt. 4 Imm. 203 - Mohammedia (M),Mohammedia (M),,[],Société à Responsabilité Limitée,40 000  DHS,33.702852,-7.372212,"entrepreneur de la gestion d'exploitations agricoles, marchan effectuant l'import export"
Sofacodec,Centre Commercial Ouafa 1 Bd Oum Rabiaa Hay El Hassani N 9 - Casablanca,Casablanca,,[],Succursale,100 000  DHS,33.58694440000001,-7.6111111000000164,exposition zellige industriellke
Industrielle agricole et de travaux publics (ste),Bd Mohammed V N94 - Kénitra,Kénitra,,[],Société à Responsabilité Limitée,2 000 000  DHS,34.279352,-6.544314,"toutes operations industrielles, commerciales et agricoles, notamment le commerce des vehicules automobiles ainsi que ttes eses de trav publics"
Afrique du nord (ste generale immobiliere),31 Rue Des Vignes - Tanger-Assilah,Tanger-Assilah,,[],Société Anonyme,202 000  DHS,35.769234,-5.830909,"achat, vente, location de tous terrains batis ou non batis, edification de toutes constructions"
Moussaoui construction (ste),Hay Errahma Secteur D N527 - Sale,Sale,,[],Société à Responsabilité Limitée,100 000  DHS,34.0659152034,-6.78734194227,entreprise de travaux divers ou de construction
Niveau 2000,Lot Vermont Rue 1 N1 Polo - Casablanca,Casablanca,,[],Société à Responsabilité Limitée,10 000  DHS,33.5561073065,-7.61790072289,entrepreneur de l'entretien de materiel
Electro-radio (comptoir),98 Boulevard Rahal El Meskini - Casablanca,Casablanca,,[],Société Anonyme,10 000  DHS,33.587805,-7.61349,l'achat la vente la representation la consignation et le commerce de tous produits matieres premieres pieces detachees appareils radio-tele...
Agec (ste)  (AGEC),6 Rue Grasset - Casablanca,Casablanca,,[],Société Anonyme,400 000  DHS,33.58694440000001,-7.6111111000000164,l'import l'export la representation le courtage la consignation le commerce en general la creation l'exploitation d'agence en tous pays
Amozy et cie (ets commerciaux d'importation et d'exportation)  (COMINEX),23 Rue Coli - Casablanca,Casablanca,,[],Société à Responsabilité Limitée,500 000  DHS,33.58694440000001,-7.6111111000000164,representation consignation de tous produits alimentaires
Societe visitematente,Av. Abdelkrim El Khattabi Imm Jawad A 3ème Etage N° 52 Guéliz - Gueliz (AR),Gueliz (AR),,[],Société à Responsabilité Limitée,10 000  DHS,31.656932,-8.018042,"marchand de maroquinerie, de gainerie ou d'articles de voyage, (divers produits artisanaux, promoteur a la construction d'immeubles, md effectuant import export entrepreneur de la gestion de services (recrutement, formation, communication et information sur internet)"
Etablissement dahri maintenance et service  (EDMS),Route Errachidia B P 151 - Khenifra,Khenifra,,[],Société à Responsabilité Limitée,100 000  DHS,32.939321,-5.665844,travaux divers achats et ventes produits agricole
Aviation (garage de l'),Place Lyoutey - Taza,Taza,,[],Société à Responsabilité Limitée,300 000  DHS,34.2238889,-4.0066666999999825,"garage, mecanique generale"
Sariaha import-export (ste),Av Al Quods N105 Tabriquet - Sale,Sale,,[],Société à Responsabilité Limitée,10 000  DHS,34.044582,-6.798892,marchant effectuant import-export
Industriel des roches noires (comptoir),34 Rue De Grenoble - Casablanca,Casablanca,,[],Société à Responsabilité Limitée,100 000  DHS,33.60008,-7.58737,import de materiel d'emballages agricoles et industriels
Tesa,1 Rue De La Liberte - Tanger-Assilah,Tanger-Assilah,,[],Société Anonyme,100 000  DHS,35.78301,-5.812985,import-export
Industriel et commercial (comptoir)  (COTICO),31 Avenue Poeymiran - Casablanca,Casablanca,,[],Société Anonyme,240 000  DHS,33.594755,-7.610325,"en generale toutes operations, l'acquisition sous toutes formes de commerce"
Marocaine d'eclairage pour les cierges (ste)  (SMECEG),3bis Znakat Saad Bnou Abi Ouakass - Casablanca,Casablanca,,[],Société Anonyme,20 000  DHS,33.584495,-7.621575,"fabrication, vente de bougies, cirage et produits annexe ou similaires, tte operation de representation de commission et courtage"
Francaise au maroc (soudure autogene)  (SAFMA),76 Bd De La Gironde - Casablanca,Casablanca,,[],Société à Responsabilité Limitée,1 800 000  DHS,33.578328,-7.594907,construction et reparation de materiel par soudure autogene et procedes mecaniques
Societe abbas sud beton  (SABSUB),Tammlaht Zaida - Khenifra,Khenifra,,[],Société à Responsabilité Limitée,100 000  DHS,32.818404,-4.962421,"batiment et genie civil,: commercialisation et fourniture des produits bureautique"
